ID_ENCUESTA,CONTACTO,RESULTADO
18826949,2,2
18826949,3,5
18826949,4,3
18826949,5,6
18826949,6,6
18826949,7,3
18826949,8,2
18826949,9,7
18827279,1,1
18827279,2,1
18827279,3,1
18827279,4,4
18827279,5,4
18827279,6,4
18827279,7,1
18827279,8,3
18827279,9,4
18827279,10,7
18827442,1,4
18827442,2,1
18827442,3,2
18827442,4,1
18827442,5,1
18827442,6,4
18827442,7,4
18827442,8,4
18827442,9,5
18827442,10,7
18827498,1,4
18827498,2,4
18827498,3,4
18827498,4,4
18827498,5,7
18828051,1,7
18828316,1,4
18828316,2,4
18828316,3,7
18828404,1,1
18828404,2,4
18828404,3,1
18828404,4,4
18828404,5,3
18828404,6,7
18828469,1,1
18828469,2,6
18828469,3,4
18828469,4,1
18828469,5,6
18828469,6,3
18828469,7,2
18828469,8,2
18828469,9,1
18828469,10,1
18828469,11,1
18828469,12,6
18828469,13,7
18828575,1,7
18828807,1,1
18828807,2,1
18828807,3,7
18829640,1,4
18829640,2,1
18829640,3,4
18829640,4,1
18829640,5,1
18829640,6,4
18829640,7,7
18829657,1,1
18829657,2,1
18829657,3,1
18829657,4,7
18830753,1,1
18830753,2,1
18830753,3,7
18830768,1,1
18830768,2,2
18830768,3,1
18830768,4,4
18830768,5,6
18830768,6,3
18830768,7,1
18830768,8,4
18830768,9,6
18830768,10,4
18830768,11,2
18830768,12,6
18830768,13,5
18830768,14,2
18830768,15,1
18830768,16,6
19569886,1,1
19569886,2,1
19569886,3,7
19569890,1,1
19569890,2,1
19569890,3,1
19569890,4,7
19569891,1,7
18646824,1,7
18646825,1,4
18938327,1,1
18646825,2,4
18938327,2,1
18646825,3,4
18646825,4,7
18938327,3,1
18646826,1,7
18938327,4,2
18938327,5,2
18938327,6,2
18938327,7,2
18646829,1,4
18938327,8,1
18646829,2,4
18938327,9,1
18646829,3,4
18938327,10,1
18646829,4,4
18938327,11,4
18646829,5,7
18646830,1,4
18938327,12,4
18646830,2,7
18938327,13,4
18646831,1,4
18938327,14,7
18646831,2,7
18938901,1,1
18647050,1,7
18647051,1,1
18938901,2,1
18647051,2,1
18938901,3,1
18647051,3,1
18938901,4,1
18647051,4,1
18938901,5,1
18647051,5,7
18938901,6,1
18647052,1,7
18647053,1,7
18938901,7,4
18647054,1,7
18938901,8,4
18647055,1,7
18938901,9,4
18647056,1,7
18938901,10,1
18647119,1,1
18647119,2,4
18938901,11,1
18647119,3,2
18938901,12,4
18647119,4,1
18938901,13,4
18647119,5,1
18938901,14,3
18647119,6,7
18647120,1,1
18938901,15,3
18647120,2,1
18938901,16,7
18647120,3,2
18938921,1,7
18647120,4,4
18939358,1,7
18647120,5,3
18939605,1,1
18647120,6,1
18647120,7,7
18939605,2,7
18647121,1,1
18939643,1,1
18647121,2,3
18939643,2,4
18647121,3,1
18939643,3,5
18647121,4,1
18647121,5,2
18939643,4,7
18647121,6,1
18939810,1,1
18647121,7,3
18939810,2,4
18647121,8,1
18939810,3,7
18647121,9,1
18647121,10,4
18940774,1,7
18647121,11,7
18941793,1,7
18647122,1,1
18941796,1,1
18647122,2,1
18941796,2,7
18647122,3,1
18941873,1,7
18647122,4,2
18647122,5,4
18941900,1,7
18647122,6,3
18942057,1,7
18647122,7,3
18647122,8,1
18942135,1,7
18647122,9,4
18942269,1,7
18647122,10,7
18647123,1,1
18942296,1,7
18647123,2,1
18942362,1,7
18647123,3,1
18647123,4,4
18942442,1,5
18647123,5,4
18942442,2,5
18647123,6,4
18647123,7,7
18942442,3,7
18647124,1,4
18942519,1,7
18647124,2,3
18942600,1,7
18647124,3,2
18942646,1,7
18647124,4,1
18647124,5,1
18942689,1,7
18647124,6,1
18942732,1,7
18647124,7,4
18942778,1,7
18647124,8,4
18647124,9,4
18647124,10,7
18647125,1,1
18943088,1,7
18647125,2,1
18957503,1,1
18647125,3,1
18957503,2,7
18647125,4,2
18647125,5,3
18647125,6,4
18647125,7,4
18967151,1,7
18647125,8,1
18647125,9,4
18647125,10,3
18647125,11,6
18647125,12,7
18647133,1,1
18647133,2,1
18647133,3,1
18590394,2,4
18647133,4,1
18830768,17,6
18647133,5,1
18590394,3,1
18967494,1,1
18830768,18,1
18647133,6,4
18590394,4,7
18967494,2,1
18830768,19,1
18830768,20,7
18831428,1,1
18831428,2,1
18831428,3,1
18831428,4,7
18831853,1,1
18831853,2,5
18831853,3,2
18831853,4,1
18831853,5,1
18831853,6,7
18832035,1,4
18832035,2,4
18832035,3,7
18832188,1,1
18832188,2,4
18832188,3,4
18832188,4,4
18832188,5,7
18832684,1,4
18832684,2,4
18832684,3,7
18833709,1,4
18833709,2,4
18833709,3,7
18834146,1,4
18834146,2,4
18834146,3,7
18834252,1,1
18834252,2,1
18834252,3,1
18834252,4,7
18834292,1,7
18834322,1,1
18834322,2,1
18834322,3,3
18834322,4,5
18834322,5,7
18834323,1,7
18834324,1,1
18834324,2,4
18834324,3,7
18834325,1,1
18834325,2,3
18834325,3,7
18834326,1,7
18834327,1,1
18834327,2,2
18834327,3,3
18834327,4,4
18834327,5,1
18834327,6,1
18834327,7,1
18834327,8,2
18834327,9,4
18834327,10,1
18834327,11,1
18834327,12,1
18834327,13,1
18834327,14,4
18834327,15,4
18834327,16,4
18834327,17,4
18834327,18,7
18834328,1,1
18834328,2,7
18834762,1,4
18834762,2,4
18834762,3,7
18834853,1,7
18835188,1,4
18835188,2,4
18835188,3,4
18835188,4,4
18835188,5,7
18835315,1,7
18835381,1,7
18835540,1,1
18835540,2,4
18835540,3,4
18835540,4,4
18835540,5,7
18835661,1,7
18835849,1,1
18835849,2,1
18835849,3,1
18835849,4,1
18835849,5,7
18835994,1,4
18835994,2,4
18835994,3,4
18835994,4,4
18835994,5,7
18836033,1,1
18836033,2,1
18836033,3,1
18836033,4,7
18836180,1,7
18836307,1,1
18836307,2,1
18836307,3,1
18836307,4,1
18836307,5,1
18836307,6,1
18836307,7,3
18836307,8,3
18836307,9,4
18836307,10,4
18836307,11,7
18836308,1,1
18836308,2,1
18836308,3,3
18836308,4,4
18836308,5,4
18836308,6,7
18836309,1,7
18836310,1,7
18836440,1,1
18836440,2,7
18836521,1,4
18836521,2,1
18836521,3,1
18836521,4,4
18836521,5,7
18836746,1,3
18836746,2,4
18836746,3,4
18836746,4,7
18836747,1,4
18836747,2,7
18836748,1,3
18836748,2,4
18836748,3,7
18836749,1,1
18836749,2,1
18836749,3,1
18836749,4,7
18836768,1,1
18836768,2,1
18836768,3,7
18836775,1,1
18836775,2,4
18836775,3,1
18836775,4,7
18836907,1,1
18836907,2,4
18836907,3,1
18836907,4,3
18836907,5,7
18837088,1,1
18837088,2,2
18837088,3,1
18837088,4,4
18837088,5,3
18837088,6,1
18837088,7,7
18837089,1,1
18837089,2,3
18837089,3,1
18837089,4,4
18837089,5,1
18837089,6,1
18837089,7,7
18837090,1,1
18837090,2,1
18837090,3,2
18837090,4,3
18837090,5,1
18837090,6,4
18837090,7,5
18837090,8,1
18837090,9,6
18837090,10,3
18837090,11,2
18647133,7,1
18647133,8,7
18647256,1,1
18647256,2,1
18647256,3,7
18647516,1,1
18647516,2,4
18647516,3,1
18647516,4,7
18647517,1,1
18647517,2,1
18647517,3,1
18647517,4,2
18647517,5,4
18647517,6,4
18647517,7,7
18647518,1,1
18647518,2,7
18647698,1,1
18647698,2,1
18647698,3,2
18647698,4,7
18647699,1,1
18647699,2,3
18647699,3,7
18647700,1,1
18647700,2,1
18647700,3,1
18647700,4,1
18647700,5,7
18647701,1,6
18647701,2,6
18647701,3,7
18647874,1,6
18647874,2,7
18647879,1,7
18647884,1,7
18647885,1,7
18647887,1,7
18647888,1,7
18647953,1,7
18647954,1,7
18648127,1,1
18648127,2,2
18648127,3,7
18648292,1,7
18648312,1,7
18648313,1,7
18648314,1,7
18648315,1,7
18648560,1,1
18648560,2,1
18648560,3,7
18648561,1,1
18648561,2,6
18648561,3,1
18648561,4,7
18648562,1,1
18648562,2,1
18648562,3,6
18648562,4,7
18648563,1,1
18648563,2,1
18648563,3,6
18648563,4,7
18648564,1,1
18648564,2,6
18648564,3,4
18648564,4,7
18649089,1,7
18649090,1,1
18649090,2,1
18649090,3,4
18649090,4,7
18649091,1,1
18649091,2,1
18649091,3,7
18649094,1,7
18649095,1,1
18649095,2,1
18649095,3,1
18649095,4,4
18649095,5,4
18649095,6,2
18649095,7,7
18649210,1,1
18649210,2,1
18649210,3,1
18649210,4,1
18649210,5,1
18649210,6,1
18649210,7,1
18649210,8,3
18649210,9,4
18649210,10,4
18649210,11,4
18649210,12,4
18649210,13,7
18649211,1,1
18649211,2,7
18649212,1,1
18649212,2,1
18649212,3,1
18649212,4,1
18649212,5,7
18649214,1,1
18649214,2,7
18649215,1,1
18649215,2,1
18649215,3,1
18649215,4,3
18649215,5,4
18649215,6,4
18649215,7,4
18649215,8,7
18649216,1,7
18658163,1,1
18658163,2,1
18658163,3,1
18658163,4,1
18658163,5,1
18658163,6,1
18658163,7,1
18658163,8,2
18658163,9,1
18658163,10,2
18658163,11,6
18658163,12,6
18658163,13,6
18658163,14,7
18658556,1,7
18658557,1,7
18658558,1,7
18658559,1,7
18658560,1,7
18658561,1,7
18658562,1,7
18660856,1,7
18660857,1,7
18660859,1,7
18662392,1,1
18662392,2,1
18662392,3,1
18662392,4,1
18662392,5,4
18662392,6,6
18662392,7,7
18662393,1,1
18590430,1,4
18590430,2,4
18590430,3,5
18590430,4,4
18590430,5,5
18590430,6,4
18590430,7,5
18590430,8,4
18590430,9,5
18590430,10,6
18590430,11,4
18590430,12,4
18590430,13,4
18590430,14,7
18590469,1,1
18590469,2,5
18590469,3,4
18590469,4,7
18590470,1,4
18590470,2,1
18590470,3,6
18590470,4,1
18590470,5,1
18590470,6,7
18590471,1,5
18590471,2,1
18590471,3,6
18590471,4,7
18590479,1,1
18590479,2,7
18590588,1,1
18590588,2,1
18590588,3,4
18590588,4,3
18590588,5,7
18590589,1,1
18590589,2,2
18590589,3,4
18590589,4,7
18590591,1,2
18590591,2,1
18590591,3,4
18590591,4,1
18590591,5,1
18590591,6,3
18590591,7,4
18590591,8,3
18590591,9,7
18590593,1,1
18590593,2,2
18590593,3,4
18590593,4,1
18590593,5,7
18590616,1,7
18590675,1,3
18590675,2,7
18590676,1,1
18590676,2,3
18590676,3,7
18590677,1,1
18590677,2,7
18590709,1,7
18590710,1,7
18590711,1,7
18590712,1,7
18590713,1,7
18590714,1,7
18590715,1,7
18590826,1,7
18590827,1,1
18590827,2,1
18590827,3,1
18590827,4,1
18590827,5,7
18590828,1,1
18590828,2,1
18590828,3,1
18590828,4,1
18590828,5,1
18590828,6,1
18590828,7,3
18590828,8,1
18590828,9,1
18590828,10,4
18590828,11,4
18590828,12,4
18590828,13,1
18590828,14,7
18590830,1,1
18590830,2,7
18590832,1,1
18590832,2,1
18590832,3,4
18590832,4,7
18590833,1,1
18590833,2,1
18590833,3,7
18590943,1,1
18590943,2,1
18590943,3,1
18590943,4,1
18590943,5,7
18591054,1,5
18591054,2,3
18591054,3,5
18591054,4,1
18591054,5,4
18591054,6,1
18591054,7,1
18591054,8,4
18591054,9,4
18591054,10,1
18591054,11,7
18591055,1,1
18591055,2,1
18591055,3,4
18591055,4,3
18591055,5,7
18591056,1,1
18591056,2,7
18591058,1,1
18591058,2,1
18591058,3,1
18591058,4,3
18591058,5,7
18591060,1,4
18591060,2,1
18591060,3,4
18591060,4,4
18591060,5,3
18591060,6,1
18591060,7,4
18591060,8,3
18591060,9,2
18591060,10,1
18591060,11,1
18591060,12,1
18591060,13,1
18591060,14,1
18591060,15,1
18591060,16,4
18591060,17,7
18591121,1,1
18591121,2,1
18967494,3,1
18967494,4,1
18967494,5,1
18967494,6,1
18967494,7,7
18967783,1,1
18967783,2,7
18968136,1,2
18968136,2,2
18968136,3,2
18968136,4,2
18968136,5,2
18968136,6,2
18968136,7,4
18968136,8,4
18968136,9,4
18968136,10,6
18968136,11,6
18968136,12,6
18968136,13,2
18968136,14,2
18968136,15,3
18968136,16,2
18968136,17,2
18968136,18,5
18968136,19,1
18968136,20,1
18968136,21,1
18968136,22,2
18968136,23,2
18968136,24,2
18968136,25,2
18968136,26,2
18968136,27,2
18968136,28,2
18968136,29,4
18968136,30,1
18968136,31,1
18968136,32,1
18968136,33,1
18968136,34,1
18968136,35,4
18968136,36,6
18968136,37,1
18968136,38,1
18968136,39,2
18968136,40,2
18968136,41,2
18968136,42,2
18968136,43,3
18968136,44,3
18968136,45,4
18968136,46,4
18968136,47,1
18968136,48,1
18968136,49,1
18968136,50,1
18968136,51,1
18968136,52,1
18968136,53,1
18968136,54,1
18968136,55,5
18968136,56,1
18968136,57,1
18968136,58,1
18968136,59,1
18968136,60,1
18968136,61,1
18968136,62,2
18968136,63,2
18968136,64,1
18968136,65,2
18968136,66,1
18968136,67,1
18968136,68,1
18968136,69,1
18968136,70,1
18968136,71,2
18968136,72,1
18968136,73,2
18968136,74,1
18968136,75,2
18968136,76,4
18968136,77,1
18968136,78,1
18968136,79,1
18968136,80,1
18968136,81,1
18968136,82,4
18968136,83,1
18968136,84,2
18968136,85,1
18968136,86,1
18968136,87,2
18968136,88,1
18968136,89,1
18968136,90,1
18968136,91,2
18968136,92,1
18968136,93,1
18968136,94,1
18968136,95,1
18968136,96,1
18968136,97,1
18968136,98,4
18968136,99,4
18968136,100,4
18968136,101,4
18968136,102,6
18968136,103,6
18968136,104,6
18968136,105,5
18968136,106,1
18968136,107,1
18968136,108,1
18968136,109,1
18968136,110,1
18968136,111,1
18968136,112,1
18968136,113,1
18968136,114,3
18968136,115,2
18968136,116,1
18968136,117,1
18968136,118,1
18968136,119,7
18968137,1,1
18968137,2,1
18968137,3,2
18968137,4,2
18968137,5,1
18968137,6,1
18968137,7,1
18968137,8,1
18968137,9,2
18968137,10,1
18968137,11,3
18968137,12,1
18968137,13,1
18968137,14,1
18968137,15,2
18968137,16,3
18968137,17,2
18968137,18,7
18968148,1,7
18968290,1,7
18968444,1,3
18968444,2,3
18968444,3,3
18968444,4,3
18968444,5,3
18968444,6,3
18968444,7,3
18968444,8,3
18968444,9,3
18968444,10,3
18968444,11,4
18968444,12,4
18968444,13,4
18968444,14,3
18968444,15,3
18968444,16,4
18968444,17,3
18968444,18,4
18968444,19,3
18968444,20,4
18968444,21,4
18968444,22,4
18968444,23,4
18968444,24,4
18968444,25,4
18968444,26,4
18968444,27,4
18968444,28,4
18968444,29,4
18968444,30,4
18968444,31,4
18968444,32,4
18968444,33,4
18968444,34,3
18968444,35,4
18968444,36,3
18968444,37,4
18968444,38,4
18968444,39,4
18662393,2,1
18662393,3,7
18662394,1,1
18662394,2,1
18662394,3,1
18662394,4,1
18662394,5,1
18662394,6,1
18662394,7,1
18662394,8,1
18662394,9,4
18662394,10,4
18662394,11,4
18662394,12,6
18662394,13,7
18665253,1,1
18665253,2,1
18665253,3,2
18665253,4,2
18665253,5,3
18665253,6,4
18665253,7,4
18665253,8,4
18665253,9,5
18665253,10,4
18665253,11,7
18665254,1,1
18665254,2,1
18665254,3,2
18665254,4,2
18665254,5,4
18665254,6,4
18665254,7,1
18665254,8,1
18665254,9,1
18665254,10,2
18665254,11,1
18665254,12,4
18665254,13,1
18665254,14,5
18665254,15,7
18665255,1,1
18665255,2,1
18665255,3,4
18665255,4,7
18665256,1,1
18665256,2,1
18665256,3,1
18665256,4,4
18665256,5,4
18665256,6,1
18665256,7,1
18665256,8,2
18665256,9,2
18665256,10,2
18665256,11,1
18665256,12,7
18665257,1,1
18837090,12,5
18837090,13,2
18837090,14,3
18837090,15,3
18837090,16,1
18837090,17,1
18837090,18,1
18837090,19,4
18837090,20,7
18837091,1,1
18837091,2,3
18837091,3,2
18837091,4,4
18837091,5,3
18837091,6,5
18837091,7,4
18837091,8,4
18837091,9,1
18837091,10,5
18837091,11,3
18837091,12,4
18837091,13,7
18837092,1,7
18837093,1,1
18837093,2,1
18837093,3,2
18837093,4,1
18837093,5,2
18837093,6,7
18837102,1,1
18837102,2,7
18837308,1,1
18837308,2,1
18837308,3,4
18837308,4,1
18837308,5,7
18837343,1,1
18837343,2,7
18837560,1,4
18837560,2,4
18837560,3,1
18837560,4,1
18837560,5,4
18837560,6,7
18837765,1,1
18837765,2,4
18837765,3,1
18837765,4,7
18837958,1,1
18837958,2,7
18838212,1,1
18838212,2,1
18838212,3,4
18838212,4,1
18838212,5,1
18838212,6,7
18838213,1,1
18838213,2,1
18838213,3,1
18838213,4,1
18838213,5,1
18838213,6,4
18838213,7,6
18838213,8,7
18838214,1,1
18838214,2,3
18838214,3,7
18838215,1,1
18838215,2,1
18838215,3,1
18838215,4,3
18838215,5,7
18838217,1,1
18838217,2,1
18838217,3,4
18838217,4,3
18838217,5,7
18838261,1,7
18838262,1,4
18838262,2,2
18838262,3,7
18838266,1,7
18838297,1,1
18838297,2,4
18838297,3,1
18838297,4,7
18838336,1,1
18838336,2,1
18838336,3,3
18838336,4,7
18838384,1,4
18838384,2,1
18838384,3,7
18838519,1,2
18838519,2,4
18838519,3,7
18838620,1,1
18838620,2,1
18838620,3,4
18838620,4,1
19251801,1,1
19251801,2,2
19251801,3,4
19251801,4,1
19251801,5,7
18591121,3,1
18591121,4,2
18591121,5,2
18591121,6,2
18591121,7,2
18591121,8,2
18591121,9,2
18591121,10,1
18591121,11,4
18591121,12,4
18591121,13,4
18591121,14,7
18591122,1,1
18591122,2,1
18591122,3,1
18591122,4,2
18591122,5,2
18591122,6,2
18591122,7,2
18591122,8,2
18591122,9,2
18591122,10,1
18591122,11,2
18591122,12,4
18591122,13,7
18591123,1,1
18591123,2,1
18591123,3,1
18591123,4,1
18591123,5,2
18591123,6,2
18591123,7,4
18591123,8,4
18591123,9,4
18591123,10,7
18591124,1,1
18591124,2,1
18591124,3,1
18591124,4,1
18591124,5,1
18591124,6,1
18591124,7,2
18591124,8,2
18591124,9,2
18591124,10,2
18591124,11,2
18591124,12,2
18591124,13,2
18591124,14,3
18591124,15,4
18591124,16,3
18591124,17,4
18591124,18,4
18591124,19,4
18591124,20,4
18591124,21,4
18591124,22,6
18591124,23,6
18591124,24,6
18591124,25,2
18591124,26,2
18591124,27,1
18591124,28,1
18591124,29,7
18591125,1,1
18591125,2,1
18591125,3,2
18591125,4,2
18591125,5,7
18591126,1,1
18591126,2,1
18591126,3,2
18591126,4,4
18591126,5,2
18591126,6,1
18591126,7,7
18591332,1,1
18591332,2,1
18591332,3,7
18591334,1,1
18591334,2,7
18591335,1,1
18591335,2,1
18591335,3,7
18591336,1,1
18591336,2,7
18591338,1,1
18591338,2,7
18591506,1,2
18591506,2,2
18591506,3,2
18591506,4,2
18591506,5,2
18968444,40,4
18968444,41,4
18968444,42,2
18968444,43,4
18968444,44,4
18968444,45,5
18968444,46,4
18968444,47,4
18968444,48,3
18968444,49,3
18968444,50,7
18968445,1,4
18968445,2,4
18968445,3,4
18968445,4,4
18968445,5,4
18968445,6,5
18968445,7,4
18968445,8,1
18968445,9,4
18968445,10,1
18968445,11,4
18968445,12,4
18968445,13,4
18968445,14,3
18968445,15,3
18968445,16,3
18968445,17,3
18968445,18,3
18968445,19,7
18968446,1,4
18968446,2,4
18968446,3,3
18968446,4,3
18968446,5,4
18968446,6,3
18968446,7,4
18968446,8,4
18968446,9,3
18968446,10,4
18968446,11,4
18968446,12,4
18968446,13,7
18968447,1,2
18968447,2,2
18968447,3,2
18968447,4,2
18968447,5,4
18968447,6,4
18968447,7,5
18968447,8,4
18968447,9,4
18968447,10,4
18968447,11,4
18968447,12,4
18968447,13,4
18968447,14,4
18968447,15,3
18968447,16,4
18968447,17,7
18968448,1,4
18968448,2,4
18968448,3,4
18968448,4,4
18968448,5,5
18968448,6,4
18968448,7,4
18968448,8,4
18968448,9,4
18968448,10,4
18968448,11,4
18968448,12,5
18968448,13,7
18968449,1,3
18968449,2,3
18968449,3,3
18968449,4,4
18968449,5,4
18968449,6,4
18968449,7,4
18968449,8,4
18968449,9,4
18968449,10,5
18968449,11,4
18968449,12,3
18968449,13,3
18968449,14,4
18968449,15,4
18968449,16,4
18968449,17,7
18968812,1,1
18968812,2,4
18968812,3,7
18968813,1,7
18968814,1,1
18968814,2,1
18968814,3,4
18968814,4,4
18968814,5,4
18838620,5,6
18591506,6,2
18665257,2,1
18968814,6,7
18838620,6,1
18591506,7,1
18665257,3,1
18568035,1,1
18568035,2,7
18569501,1,1
18569501,2,1
18569501,3,1
18569501,4,1
18569501,5,1
18569501,6,4
18569501,7,1
18569501,8,4
18569501,9,1
18569501,10,7
18569502,1,1
18569502,2,4
18569502,3,1
18569502,4,1
18569502,5,1
18569502,6,1
18569502,7,7
18569503,1,1
18569503,2,4
18569503,3,1
18569503,4,4
18569503,5,7
18569755,1,1
18569755,2,7
18569756,1,1
18569756,2,1
18569756,3,1
18569756,4,7
18570168,1,1
18570168,2,1
18570168,3,2
18570168,4,1
18570168,5,4
18570168,6,7
18570169,1,1
18570169,2,1
18570169,3,4
18570169,4,3
18570169,5,1
18570169,6,1
18570169,7,4
18570169,8,7
18570170,1,1
18570170,2,1
18570170,3,1
18570170,4,4
18570170,5,7
18572026,1,1
18572026,2,1
18572026,3,7
18576946,1,1
18576946,2,1
18576946,3,4
18576946,4,4
18576946,5,1
18576946,6,7
18581018,1,1
18581018,2,4
18581018,3,7
18581019,1,1
18581019,2,2
18581019,3,2
18581019,4,1
18581019,5,7
18587855,1,4
18587855,2,4
18587855,3,4
18587855,4,4
18587855,5,7
18587856,1,4
18587856,2,4
18587856,3,4
18587856,4,3
18587856,5,4
18587856,6,3
18587856,7,4
18587856,8,4
18587856,9,4
18587856,10,3
18587856,11,4
18587856,12,4
18587856,13,4
18587856,14,4
18587856,15,3
18587856,16,4
18587856,17,7
18587857,1,4
18587857,2,4
18587857,3,4
18587857,4,4
18587857,5,4
18587857,6,4
18587857,7,5
18587857,8,4
18587857,9,4
18587857,10,4
18587857,11,5
18587857,12,4
18587857,13,7
18587858,1,4
18587858,2,4
18587858,3,4
18587858,4,4
18587858,5,4
18587858,6,4
18587858,7,4
18587858,8,4
18587858,9,4
18587858,10,4
18587858,11,4
18587858,12,4
18587858,13,4
18587858,14,7
18588047,1,1
18588047,2,1
18588047,3,6
18588047,4,1
18588047,5,3
18588047,6,4
18588047,7,1
18588047,8,7
18588048,1,1
18588048,2,1
18588048,3,6
18588048,4,1
18588048,5,1
18588048,6,1
18588048,7,1
18588048,8,6
18588048,9,6
18588048,10,6
18588048,11,6
18588048,12,1
18588048,13,6
18588048,14,6
18588048,15,1
18588048,16,7
18588108,1,4
18588108,2,5
18588108,3,2
18588108,4,4
18588108,5,4
18588108,6,6
18588108,7,1
18588108,8,6
18588108,9,1
18588108,10,6
18588108,11,7
18588109,1,1
18588109,2,4
18588109,3,1
18588109,4,1
18588109,5,1
18588109,6,1
18588109,7,1
18588109,8,3
18588109,9,3
18588109,10,3
18588109,11,3
18588109,12,3
18588109,13,3
18588109,14,3
18588109,15,3
18588109,16,3
18588109,17,3
18588109,18,3
18588109,19,3
18588109,20,3
18588109,21,3
18588109,22,3
18588109,23,3
18628399,1,2
18588109,24,5
18628399,2,4
18628399,3,3
18628399,4,1
18628399,5,7
18628400,1,7
18628401,1,1
18628401,2,3
18628401,3,7
18628407,1,1
18628407,2,7
18628408,1,1
18628408,2,7
18628409,1,7
18628411,1,7
18628423,1,7
18629430,1,1
18629430,2,1
18629430,3,1
18629430,4,7
18629514,1,7
18630112,1,1
18630112,2,1
18630112,3,6
18630112,4,4
18630112,5,7
18630691,1,1
18630691,2,7
18631244,1,1
18631244,2,1
18631244,3,4
18631244,4,4
18631244,5,4
18631244,6,2
18631244,7,2
18631244,8,2
18631244,9,2
18631244,10,2
18631244,11,1
18631244,12,1
18631244,13,1
18631244,14,7
18632800,1,1
18632800,2,1
18632800,3,1
18632800,4,3
18632800,5,7
18633828,1,1
18633828,2,1
18633828,3,3
18633828,4,7
18634548,1,4
18634548,2,1
18588109,25,5
18588109,26,1
18588109,27,1
18588109,28,1
18588109,29,1
18588109,30,1
18588109,31,4
18588109,32,1
18588109,33,6
18588109,34,4
18588109,35,1
18588109,36,1
18588109,37,1
18588109,38,4
18588109,39,4
18588109,40,6
18588109,41,1
18588109,42,6
18588109,43,4
18588109,44,1
18588109,45,4
18588109,46,4
18588109,47,4
18588109,48,4
18588109,49,4
18588109,50,1
18588109,51,2
18588109,52,4
18588109,53,4
18588109,54,6
18588109,55,1
18588109,56,4
18588109,57,4
18588109,58,4
18588109,59,6
18588109,60,1
18588109,61,1
18588109,62,4
18588109,63,4
18588109,64,1
18588109,65,1
18588109,66,3
18588109,67,1
18588109,68,4
18588109,69,1
18588109,70,4
18588109,71,4
18588109,72,6
18588109,73,2
18588109,74,6
18588109,75,1
18588109,76,1
18588109,77,4
18588109,78,6
18634548,3,1
18588109,79,1
18634548,4,7
18588109,80,1
18635238,1,1
18588109,81,1
18635238,2,1
18588109,82,1
18635238,3,1
18635238,4,4
18588109,83,6
18635238,5,4
18588109,84,7
18635238,6,7
18588110,1,1
18635668,1,1
18588110,2,1
18635668,2,7
18588110,3,7
18635862,1,7
18636546,1,1
18588122,1,1
18636546,2,4
18588122,2,6
18636546,3,1
18588122,3,3
18636546,4,4
18588122,4,1
18636546,5,5
18636546,6,1
18588122,5,7
18636546,7,7
18588153,1,1
18636547,1,1
18588153,2,6
18636547,2,7
18588153,3,6
18636548,1,1
18636548,2,1
18588153,4,1
18636548,3,4
18588153,5,1
18636548,4,1
18588153,6,1
18636548,5,7
18588153,7,2
18636549,1,1
18588153,8,7
18636549,2,7
18636550,1,1
18588202,1,6
18636550,2,4
18588202,2,4
18636550,3,1
18588202,3,1
18636550,4,4
18636550,5,4
18588202,4,6
18636550,6,7
18588202,5,6
18636551,1,1
18588202,6,1
18636551,2,4
18588202,7,1
18636551,3,4
18588202,8,4
18636551,4,6
18636551,5,7
18588202,9,7
18636552,1,1
18636552,2,4
18636552,3,6
18636552,4,7
18636553,1,1
18636553,2,1
18636553,3,7
18636827,1,7
18637216,1,7
18637217,1,7
18637295,1,4
18637295,2,4
18637295,3,4
18637295,4,1
18637295,5,4
18637295,6,7
18637726,1,1
18588204,1,4
18637726,2,1
18588204,2,6
18637726,3,1
18588204,3,1
18637726,4,1
18637726,5,1
18588204,4,1
18637726,6,7
18588204,5,4
18638485,1,7
18588204,6,1
18638486,1,1
18588204,7,3
18638486,2,6
18638486,3,1
18588204,8,3
18638486,4,1
18588204,9,1
18638486,5,1
18588204,10,4
18638486,6,1
18588204,11,1
18638486,7,4
18588204,12,6
18638486,8,1
18638486,9,1
18588204,13,1
18638486,10,1
18588204,14,4
18638486,11,1
18588204,15,1
18638486,12,3
18638486,13,1
18638486,14,1
18638486,15,6
18638486,16,4
18638486,17,6
18638486,18,4
18638486,19,6
18638486,20,6
18638486,21,1
18638486,22,6
18638486,23,1
18638486,24,7
18638662,1,1
18638662,2,1
18638662,3,1
18638662,4,7
18638663,1,1
18638663,2,4
18638663,3,3
18638663,4,1
18638663,5,7
18638664,1,1
18638664,2,1
18638664,3,1
18638664,4,1
18638664,5,7
18638686,1,1
18638686,2,3
18638686,3,3
18638686,4,1
18638686,5,7
18638687,1,3
18638687,2,1
18638687,3,1
18638687,4,1
18638687,5,1
18638687,6,1
18638687,7,1
18638687,8,1
18638687,9,7
18639008,1,7
18640127,1,1
18640127,2,1
18640127,3,4
18640127,4,4
18640127,5,4
18640127,6,4
18640127,7,7
18640560,1,1
18640560,2,5
18640560,3,1
18640560,4,4
18640560,5,7
18641737,1,1
18641737,2,1
18641737,3,1
18641737,4,1
18641737,5,1
18641737,6,4
18641737,7,1
18641737,8,4
18641737,9,7
18642868,1,2
18642868,2,5
18642868,3,5
18642868,4,4
18642868,5,4
